Start,1
"[5, 11, 19]",Ĭ
"[5, 9, 14, 24]",ĭ
"[7, 16, 24]",Į
"[-5, 7, 14, 23]",į
"[7, 11, 14, 19]",İ
"[-5, 14, 17, 19]",ı
"[5, 9, 17, 24]",Ĳ
"[12, 24, 31, 36, 40]",ĳ
"[16, 28, 31, 36, 40]",Ĵ
"[7, 19, 31, 36, 38]",ĵ
"[7, 19, 31, 35, 38]",Ķ
"[9, 21, 28, 33, 36]",ķ
"[12, 24, 28, 33, 36]",ĸ
"[4, 16, 28, 33, 35]",Ĺ
"[4, 16, 28, 31, 35]",ĺ
"[5, 17, 24, 29, 33]",Ļ
"[9, 21, 24, 29, 33]",ļ
"[0, 12, 24, 28, 31]",Ľ
"[12, 24, 31, 40]",ľ
"[5, 17, 24, 33, 38]",Ŀ
"[7, 19, 23, 31, 38]",ŀ
"[7, 19, 23, 29, 38]",Ł
"[0, 12, 24, 28, 36]",ł
4.5,Ń
"[9, 21, 24, 33, 40]",ń
"[5, 17, 24, 33, 41]",Ņ
"[11, 23, 26, 31, 38]",ņ
"[7, 19, 26, 35, 43]",Ň
"[4, 16, 31, 36, 43]",ň
"[5, 17, 33, 36, 41]",ŉ
"[0, 12, 31, 36, 40]",Ŋ
"[12, 24, 28, 36, 43]",ŋ
"[0, 12, 28, 31, 36]",Ō
"[5, 17, 29, 33, 36]",ō
"[0, 12, 19, 28, 31]",Ŏ
"[0, 12, 19, 28, 36]",ŏ
"[0, 28, 36]",Ő
"[2, 14, 19, 29, 35]",ő
"[4, 16, 19, 31, 36]",Œ
"[7, 19, 23, 28, 31]",œ
"[7, 19, 23, 26, 29]",Ŕ
"[0, 12, 24]",ŕ
"[4, 16, 24, 31]",Ŗ
"[4, 16, 23, 24, 31]",ŗ
"[5, 17, 21, 24, 33]",Ř
"[5, 17, 21, 24, 35]",ř
"[4, 16, 19, 24, 36]",Ś
"[2, 14, 19, 23, 29]",ś
"[5, 17, 23, 26, 31]",Ŝ
"[2, 14, 17, 29, 33]",ŝ
"[2, 14, 17, 29, 35]",Ş
"[0, 12, 19, 31, 40]",ş
"[-1, 11, 19, 29, 38]",Š
"[7, 19, 23, 26, 35]",š
"[5, 17, 26, 29, 35]",Ţ
"[4, 16, 24, 31, 36]",ţ
"[5, 17, 21, 29, 38]",Ť
"[7, 19, 26, 35]",ť
5.0,Ŧ
"[0, 12, 19]",ŧ
"[2, 14, 19]",Ũ
"[4, 16, 19]",ũ
"[4, 16, 24]",Ū
3.5,ū
"[-5, 23, 26]",Ŭ
"[16, 24, 31]",ŭ
[0],Ů
"[0, 28, 31]",ů
"[7, 26, 29]",Ű
"[0, 24, 28]",ű
"[-1, 11, 19]",Ų
"[7, 19, 23]",ų
"[4, 31]",Ŵ
"[12, 19, 28, 36]",ŵ
"[5, 24, 29, 33]",Ŷ
"[4, 16, 23]",ŷ
"[4, 24, 36]",Ÿ
"[16, 24, 31, 36]",Ź
"[7, 26, 35]",ź
"[5, 17, 21, 29, 36]",Ż
"[0, 12, 19, 26, 29]",ż
"[7, 19, 24, 28]",Ž
"[-5, 7, 19, 23, 29]",ž
"[-3, 9, 24, 28, 33]",ſ
"[2, 14, 23, 26, 31]",ƀ
"[2, 14, 21, 26, 30]",Ɓ
"[-5, 7, 23, 26, 31]",Ƃ
"[-5, 7, 19, 26, 29]",ƃ
"[0, 12, 19, 28]",Ƅ
"[-7, 5, 24, 29, 33]",ƅ
"[-5, 7, 24, 28, 31]",Ɔ
"[-5, 7, 19, 24, 28]",Ƈ
"[-7, 5, 21, 24, 29]",ƈ
"[0, 12, 17]",Ɖ
"[5, 9, 12, 17]",Ɗ
"[5, 12, 21, 24]",Ƌ
"[5, 12, 19, 23]",ƌ
"[7, 11, 14, 17]",ƍ
"[7, 11, 17, 26]",Ǝ
"[7, 11, 14, 29]",Ə
"[7, 14, 17, 21]",Ɛ
"[7, 14, 17, 23]",Ƒ
"[12, 24, 28, 36]",ƒ
"[0, 12, 24, 31, 40]",Ɠ
"[9, 21, 24, 28, 36]",Ɣ
"[9, 28, 36]",ƕ
"[9, 21, 24, 28, 40]",Ɩ
"[7, 19, 26, 31, 41]",Ɨ
"[9, 21, 24]",Ƙ
"[7, 19, 24, 31, 40]",ƙ
"[7, 19, 24]",ƚ
8.0,ƛ
"[7, 31, 41]",Ɯ
"[4, 31, 36]",Ɲ
5.5,ƞ
"[12, 24, 28, 31]",Ɵ
"[7, 31, 38]",Ơ
"[31, 38]",ơ
"[5, 29, 33]",Ƣ
"[12, 28, 36]",ƣ
"[12, 31, 40]",Ƥ
"[28, 31]",ƥ
"[24, 31, 40]",Ʀ
"[5, 17, 24, 33, 36]",Ƨ
6.5,ƨ
"[0, 12, 15, 19, 24]",Ʃ
"[-9, 3, 19, 24]",ƪ
"[0, 12, 19, 24, 27]",ƫ
"[-9, 3, 19, 27, 31]",Ƭ
"[-7, 5, 19, 27, 31]",ƭ
"[-5, 7, 19, 24, 27]",Ʈ
"[2, 14, 19, 23, 26]",Ư
"[3, 15, 19, 24]",ư
"[5, 17, 19, 23]",Ʊ
"[2, 14, 19, 26]",Ʋ
"[2, 14, 17, 19, 24]",Ƴ
"[-5, 7, 14, 23, 26]",ƴ
"[-2, 10, 22, 26, 29]",Ƶ
"[3, 15, 22, 27, 31]",ƶ
"[5, 17, 20, 26, 29]",Ʒ
"[7, 19, 24, 27]",Ƹ
"[-4, 8, 15, 20, 24]",ƹ
"[-9, 3, 15, 19, 22]",ƺ
"[-5, 7, 15, 20, 24]",ƻ
"[-7, 5, 17, 20, 26]",Ƽ
"[-9, 3, 19, 22, 27]",ƽ
"[-2, 10, 22, 26, 31]",ƾ
"[-2, 10, 20, 26, 29]",ƿ
"[-2, 10, 14, 22, 29]",ǀ
"[3, 15, 22, 31]",ǁ
"[3, 15, 19, 22, 31]",ǂ
"[2, 14, 19, 26, 34]",ǃ
"[2, 14, 18, 24, 33]",Ǆ
"[-5, 7, 19, 22, 31]",ǅ
"[-4, 8, 15, 24, 36]",ǆ
"[8, 20, 27, 36]",Ǉ
"[8, 20, 26, 36]",ǈ
"[7, 19, 22, 27, 34]",ǉ
"[-4, 8, 24, 29]",Ǌ
"[5, 17, 20, 24]",ǋ
"[2, 14, 17, 23, 26]",ǌ
"[-5, 7, 15, 23, 26]",Ǎ
7.0,ǎ
"[-7, 5, 17, 20, 24]",Ǐ
"[-5, 7]",ǐ
"[0, 12]",Ǒ
"[-1, 11]",ǒ
"[0, 7, 11, 14]",Ǔ
"[-5, 7, 16, 19]",ǔ
"[-5, 12, 16, 19]",Ǖ
"[4, 16, 24, 28, 31]",ǖ
"[7, 19, 28, 36]",Ǘ
"[7, 19, 29, 38]",ǘ
"[12, 24, 28, 31, 36]",Ǚ
"[14, 26, 31, 35]",ǚ
"[2, 14, 24, 30, 33]",Ǜ
"[7, 19, 23, 31]",ǜ
"[2, 14, 21, 29, 41]",ǝ
"[2, 14, 26, 33, 41]",Ǟ
"[4, 16, 26, 33, 40]",ǟ
"[5, 17, 26, 33, 38]",Ǡ
"[5, 17, 26, 33, 36]",ǡ
"[7, 19, 28, 31, 36]",Ǣ
"[7, 19, 26, 31, 35]",ǣ
"[5, 17, 23, 26, 33]",Ǥ
"[7, 17, 19]",ǥ
"[7, 17, 19, 21]",Ǧ
"[7, 17, 19, 23]",ǧ
"[12, 19, 28, 31]",Ǩ
"[12, 19, 26, 29]",ǩ
"[12, 21, 24, 29]",Ǫ
"[5, 17, 21, 24]",ǫ
"[7, 14, 23, 26]",Ǭ
"[2, 14, 21, 24]",ǭ
"[2, 12, 18, 21]",Ǯ
"[5, 21, 26, 29]",ǯ
"[7, 16, 19, 24]",ǰ
"[7, 17, 19, 26]",Ǳ
"[12, 17, 19, 26]",ǲ
"[12, 16, 24, 31]",ǳ
"[7, 19, 26, 29]",Ǵ
"[12, 17, 24, 29]",ǵ
"[5, 17, 24, 33]",Ƕ
"[7, 17, 23, 26]",Ƿ
"[0, 16, 24]",Ǹ
"[0, 12, 24, 29, 33]",ǹ
"[7, 19, 24, 29, 33]",Ǻ
"[7, 19, 26, 29, 35]",ǻ
"[0, 12, 24, 28, 33]",Ǽ
"[9, 21, 24, 30, 40]",ǽ
"[9, 21, 24, 30, 38]",Ǿ
"[9, 21, 24, 30, 33]",ǿ
"[7, 19, 23, 29, 31]",Ȁ
"[7, 19, 23, 29, 33]",ȁ
"[12, 24, 28, 40]",Ȃ
"[9, 21, 25, 31, 40]",ȃ
"[9, 21, 25, 31, 41]",Ȅ
"[2, 14, 21, 29, 40]",ȅ
"[2, 14, 21, 29, 38]",Ȇ
"[2, 14, 26, 29, 33]",ȇ
"[2, 5, 17, 21]",Ȉ
"[0, 16]",ȉ
"[-1, 7, 14, 19]",Ȋ
"[-3, 9, 12, 17]",ȋ
"[-5, 11, 14]",Ȍ
[11],ȍ
"[2, 9, 17, 26]",Ȏ
"[0, 12, 16, 28]",ȏ
"[4, 19]",Ȑ
"[4, 12, 19, 28]",ȑ
"[9, 12, 16, 24]",Ȓ
"[5, 14, 21, 24]",ȓ
"[9, 16, 24, 28]",Ȕ
"[9, 16, 23, 26]",ȕ
"[9, 12, 21]",Ȗ
"[4, 14, 20, 23]",ȗ
"[4, 16, 20, 24]",Ș
"[14, 17, 23, 29]",ș
"[14, 17, 21, 26]",Ț
"[14, 17, 21, 28]",ț
"[16, 21, 24]",Ȝ
"[5, 21, 24, 29]",ȝ
"[0, 12, 23, 24, 28]",Ȟ
"[12, 23]",ȟ
"[0, 12, 21, 24, 29]",Ƞ
"[7, 19, 24, 31, 36]",ȡ
"[5, 17, 24]",Ȣ
"[5, 33, 36]",ȣ
"[5, 29, 33, 36]",Ȥ
"[4, 24, 31]",ȥ
"[4, 16, 19, 31]",Ȧ
"[-1, 11, 19, 26, 31]",ȧ
"[-1, 11, 19, 26, 29]",Ȩ
"[12, 19]",ȩ
"[7, 19, 26]",Ȫ
"[7, 19]",ȫ
"[7, 19, 31]",Ȭ
"[7, 19, 24, 28, 36]",ȭ
"[7, 19, 24, 28, 31]",Ȯ
"[7, 28, 31]",ȯ
"[7, 19, 31, 40]",Ȱ
"[19, 26]",ȱ
"[21, 24, 28, 36]",Ȳ
"[7, 24, 28]",ȳ
"[7, 19, 24, 28, 35]",ȴ
"[5, 31]",ȵ
"[4, 16, 22, 24, 31]",ȶ
"[7, 19, 28]",ȷ
"[-5, 7, 17, 19, 23, 26]",ȸ
"[0, 24]",ȹ
"[0, 12, 23]",Ⱥ
"[7, 19, 31, 36]",Ȼ
"[7, 19, 24, 26]",ȼ
"[0, 12, 21]",Ƚ
"[7, 19, 23, 29]",Ⱦ
"[7, 19, 24, 29]",ȿ
"[19, 24, 28, 31, 36]",ɀ
"[19, 28, 36]",Ɂ
"[7, 19, 21, 28]",ɂ
"[4, 16, 31]",Ƀ
"[7, 29, 35]",Ʉ
[31],Ʌ
"[16, 19, 24, 28, 31]",Ɇ
"[-1, 12, 19, 24, 26, 28]",ɇ
"[5, 17, 21]",Ɉ
"[11, 19, 26, 29]",ɉ
"[0, 4, 16, 24, 31, 36]",Ɋ
"[19, 31, 38]",ɋ
"[19, 26, 35]",Ɍ
"[5, 17, 24, 29, 33, 36]",ɍ
"[24, 31]",Ɏ
"[11, 19, 31]",ɏ
"[7, 31, 35]",ɐ
"[7, 24, 28, 31]",ɑ
[36],ɒ
"[5, 17, 24, 28]",ɓ
"[4, 16, 22, 24]",ɔ
"[5, 7]",ɕ
"[-5, 24]",ɖ
"[5, 17]",ɗ
"[7, 14, 16, 19, 23, 24]",ɘ
"[7, 17, 23, 28]",ə
"[12, 16, 24]",ɚ
"[12, 17, 24, 26]",ɛ
"[12, 14, 24, 29]",ɜ
"[5, 14, 21, 26]",ɝ
"[4, 13, 21, 28]",ɞ
"[2, 14, 21, 29]",ɟ
"[4, 14, 19, 23]",ɠ
"[9, 17, 24, 29]",ɡ
"[4, 19, 24]",ɢ
"[0, 19, 24, 28]",ɣ
"[0, 7, 24, 28]",ɤ
"[0, 7, 23, 28]",ɥ
"[0, 12, 21, 28]",ɦ
"[0, 7, 16, 28]",ɧ
"[2, 7, 23, 29]",ɨ
"[7, 14, 24, 29]",ɩ
"[7, 14, 23, 29]",ɪ
"[7, 12, 21, 29]",ɫ
"[7, 11, 19, 29]",ɬ
"[7, 12, 16, 29]",ɭ
"[7, 14, 17, 29]",ɮ
"[0, 12, 21, 29]",ɯ
"[12, 19, 23, 28]",ɰ
"[13, 19, 22, 28]",ɱ
"[14, 17, 21]",ɲ
"[5, 12, 24, 33]",ɳ
"[6, 14, 24, 33]",ɴ
"[7, 16, 24, 33]",ɵ
"[7, 16, 24, 31]",ɶ
"[7, 16, 19]",ɷ
"[7, 19, 23, 28]",ɸ
"[8, 17, 23, 26]",ɹ
"[9, 16, 24]",ɺ
"[4, 19, 25, 33]",ɻ
"[2, 17, 26, 33]",ɼ
"[7, 21, 23, 29]",ɽ
"[0, 7, 12, 16, 24]",ɾ
"[0, 16, 19]",ɿ
"[5, 12, 21, 29]",ʀ
"[2, 12, 18, 28]",ʁ
"[2, 9, 18, 26]",ʂ
"[0, 12, 22, 28]",ʃ
"[5, 14, 21, 29]",ʄ
"[12, 14, 19, 29]",ʅ
"[12, 16, 19, 31]",ʆ
"[2, 11, 17, 26]",ʇ
"[7, 14, 19, 29]",ʈ
"[5, 11, 19, 26]",ʉ
"[2, 11, 19, 29]",ʊ
"[2, 7, 14, 17]",ʋ
"[2, 7, 17, 21]",ʌ
"[-1, 7, 14, 17]",ʍ
"[-1, 7, 16, 19]",ʎ
"[4, 12, 16, 21]",ʏ
"[-1, 11, 17, 19]",ʐ
"[0, 4, 7, 12, 16]",ʑ
"[-3, 9, 12, 16, 24]",ʒ
"[-5, 7, 11, 14, 19]",ʓ
"[-5, 7, 11, 17, 19]",ʔ
"[5, 9, 12, 17, 21]",ʕ
"[7, 11, 14, 19, 23]",ʖ
"[5, 7, 11, 19]",ʗ
"[7, 12, 16, 24]",ʘ
"[-5, 7, 11, 14, 23]",ʙ
"[-5, 7, 12, 16, 24]",ʚ
"[0, 7, 12, 16, 19]",ʛ
"[-5, 2, 7, 12]",ʜ
"[0, 4, 7, 12, 16, 19]",ʝ
"[-3, 9, 12, 16]",ʞ
"[4, 11, 19]",ʟ
"[4, 7, 13, 21]",ʠ
"[2, 7, 14, 23]",ʡ
"[2, 9, 14, 19]",ʢ
"[-9, 3, 7, 10, 15, 19]",ʣ
"[-9, 3]",ʤ
"[7, 10, 13, 19]",ʥ
"[2, 7, 14, 22]",ʦ
"[2, 10, 14, 19]",ʧ
"[2, 9, 12, 18]",ʨ
"[5, 12, 23]",ʩ
"[5, 12]",ʪ
"[0, 4, 12, 19]",ʫ
"[1, 10, 16, 19]",ʬ
"[7, 12, 14]",ʭ
"[14, 18, 21]",ʮ
"[2, 6, 9, 14]",ʯ
"[-3, 6, 14]",ʰ
"[-3, 4, 9, 14]",ʱ
"[6, 9, 15, 23]",ʲ
"[4, 11, 16, 21]",ʳ
"[4, 11, 16, 20]",ʴ
"[-3, 9, 13, 16, 21]",ʵ
"[9, 21]",ʶ
"[-7, 5]",ʷ
"[9, 12, 15, 21]",ʸ
"[4, 9, 16, 24]",ʹ
"[4, 11, 14, 20]",ʺ
"[-3, 9, 13, 21]",ʻ
"[7, 14]",ʼ
[23],ʽ
"[2, 6, 14, 21]",ʾ
"[3, 12, 18, 21]",ʿ
"[-3, 7, 13, 16]",ˀ
"[2, 6, 14]",ˁ
"[7, 14, 17, 19]",˂
"[0, 7, 17, 21]",˃
"[14, 17]",˄
"[16, 19]",˅
"[4, 12, 19, 26]",ˆ
"[0, 7, 16]",ˇ
"[0, 12, 16, 24, 31]",ˈ
"[-3, 9, 18, 24, 28]",ˉ
"[-5, 7, 19, 23, 28]",ˊ
"[-3, 9, 16, 21, 24]",ˋ
"[-8, 4, 12, 19]",ˌ
"[-7, 5, 12, 17, 21]",ˍ
"[-10, 2, 17, 19, 23]",ˎ
"[-8, 4, 19, 24]",ˏ
"[2, 14, 18, 24, 26]",ː
"[-3, 9, 21, 24, 31]",ˑ
"[-10, 2, 24, 26, 30]",˒
"[4, 16, 23, 28, 31]",˓
"[1, 13, 21, 28, 33]",˔
"[-3, 9, 21, 25, 28]",˕
"[2, 14, 21, 26, 29]",˖
"[0, 12, 17, 26, 33]",˗
"[-1, 11, 14, 26, 31]",˘
"[-5, 7, 19, 23, 31]",˙
"[-10, 2, 21, 26, 29]",˚
"[-8, 4, 19, 24, 28]",˛
"[-7, 5, 17, 21, 26]",˜
"[-6, 6, 16, 21, 24]",˝
"[-5, 7, 14, 19, 23]",˞
"[-3, 9, 12, 18, 24]",˟
"[-7, 5, 19, 23, 26]",ˠ
"[-10, 2, 17, 21, 24]",ˡ
"[-5, 7, 17, 19, 23]",ˢ
"[-7, 5, 17, 21, 24]",ˣ
"[5, 29, 36]",ˤ
"[4, 7, 19, 24]",˥
"[11, 14, 19, 29]",˦
"[-5, 12]",˧
"[-5, 12, 16]",˨
"[-5, 14, 17]",˩
"[-8, 16, 19]",˪
"[-5, 16, 19]",˫
"[-5, 2, 11, 19]",ˬ
"[-3, 2, 12, 19]",˭
"[-1, 2, 14, 19]",ˮ
"[2, 5, 12, 19]",˯
"[-7, 17, 21]",˰
"[-7, 16, 19]",˱
"[-7, 14, 17]",˲
"[2, 7, 11, 14]",˳
[-1],˴
[-3],˵
"[-5, 2, 11, 17]",˶
[2],˷
"[-7, 5, 12, 21]",˸
"[-5, 5, 12, 21]",˹
"[-3, 5, 12, 21]",˺
"[-1, 5, 12, 21]",˻
"[5, 9, 12]",˼
"[2, 5, 9, 17]",˽
"[2, 5, 11, 17]",˾
"[-12, 4, 7, 12]",˿
"[-12, 0, 4, 7]",̀
"[-10, 2, 5, 11]",́
"[-8, 0, 7, 12]",̂
"[-5, -1, 7, 14]",̃
"[0, 5, 12, 21]",̄
"[0, 2, 12, 17]",̅
"[2, 7, 12, 17]",̆
"[2, 5, 11, 19]",̇
"[0, 4, 12, 24]",̈
"[2, 5, 12, 21]",̉
"[5, 9, 12, 24]",̊
"[-7, 9, 14, 19]",̋
"[-7, 9, 14, 17]",̌
"[-3, 9, 21, 24, 28]",̍
"[4, 16, 19, 23, 31]",̎
"[0, 12, 19, 28, 33]",̏
"[2, 14, 18, 26, 33]",̐
"[-5, 7, 16, 19, 24]",̑
"[16, 19, 28]",̒
"[0, 12, 16, 19, 28]",̓
"[0, 12, 17, 21, 29]",̔
"[5, 12, 17, 21, 29]",̕
"[5, 17, 21, 24, 29]",̖
"[7, 14, 17, 23, 26]",̗
"[7, 12, 16, 19, 24, 28]",̘
"[7, 11, 14, 19, 23, 26]",̙
"[2, 9, 18, 21]",̚
"[7, 11, 19, 23]",̛
"[24, 28, 31]",̜
"[0, 12, 19, 23, 26]",̝
"[7, 23, 26, 31]",̞
"[2, 17, 21, 24]",̟
"[0, 7, 12, 16, 19, 24]",̠
"[0, 7, 17, 24]",̡
"[0, 7, 14, 24]",̢
"[11, 19, 28]",̣
"[9, 12, 21, 28]",̤
"[7, 12, 21, 28]",̥
"[6, 14, 21, 26]",̦
"[-3, 12, 16, 24]",̧
"[-1, 14, 19, 23]",̨
"[-5, 2, 12, 19]",̩
"[4, 7, 11, 19]",̪
"[-3, 4, 12, 24]",̫
"[4, 7, 13, 16]",̬
"[-1, 7, 14, 23]",̭
"[-1, 5, 14, 21]",̮
"[0, 4, 16, 19]",̯
"[12, 17, 26]",̰
"[9, 18, 24, 26]",̱
"[11, 19, 26, 31]",̲
"[-3, 2, 12, 24]",̳
"[-5, 4, 12, 19]",̴
"[5, 9, 17]",̵
"[0, 12, 24, 26, 29]",̶
"[0, 12, 28, 36]",̷
"[2, 14, 26, 29, 36]",̸
"[2, 14, 26, 29, 35]",̹
"[9, 21, 24, 29, 41]",̺
"[2, 14, 23, 31, 38]",̻
"[4, 16, 26, 32, 35]",̼
"[5, 17, 26, 32, 35]",̽
"[-3, 9, 25, 33]",̾
