Start,1
"['-7', ' 16']",·
"['2', ' 18']",¸
"['7', ' 21']",¹
"['5', ' 19']",º
"['5', ' 24']",»
"['7', ' 24']",¼
"['12', ' 40']",½
"['16', ' 40']",¾
"['7', ' 38']",¿
"['9', ' 36']",À
"['12', ' 36']",Á
"['4', ' 35']",Â
"['9', ' 33']",Ã
"['0', ' 31']",Ä
"['5', ' 38']",Å
"['0', ' 36']",Æ
"['9', ' 40']",Ç
"['5', ' 41']",È
"['11', ' 38']",É
"['7', ' 43']",Ê
"['4', ' 43']",Ë
"['0', ' 40']",Ì
"['12', ' 43']",Í
"['5', ' 36']",Î
"['2', ' 35']",Ï
"['4', ' 36']",Ð
"['7', ' 29']",Ñ
"['5', ' 35']",Ò
"['2', ' 33']",Ó
"['-1', ' 38']",Ô
"['7', ' 35']",Õ
"['0', '0']",Ö
"['-1', ' 19']",×
"['16', ' 36']",Ø
"['0', ' 29']",Ù
"['-5', ' 29']",Ú
"['-3', ' 33']",Û
"['2', ' 31']",Ü
"['2', ' 30']",Ý
"['-7', ' 33']",Þ
"TS[3, 2]",ß
11,à
7,á
9,â
1,ã
5,ä
"['7', ' 41']",å
"['7', ' 40']",æ
"['12', ' 31']",ç
3,è
"['31', ' 38']",é
"['28', ' 31']",ê
"['24', ' 40']",ë
"['-9', ' 24']",ì
"['0', ' 27']",í
"['-9', ' 31']",î
"['-7', ' 31']",ï
"['-5', ' 27']",ð
"['3', ' 24']",ñ
"['-2', ' 29']",ò
"['3', ' 31']",ó
15,ô
"['7', ' 27']",õ
"['-4', ' 24']",ö
"['-9', ' 22']",÷
13,ø
"['-9', ' 27']",ù
"['-2', ' 31']",ú
"['2', ' 34']",û
"['-4', ' 36']",ü
"['8', ' 36']",ý
"['7', ' 34']",þ
"['-4', ' 29']",ÿ
"['-7', ' 24']",Ā
"TS[2, 2]",ā
"['-5', ' 7']",Ă
"['-1', ' 11']",ă
"['7', ' 36']",Ą
"['14', ' 35']",ą
"['2', ' 41']",Ć
"['4', ' 40']",ć
"['12', ' 29']",Ĉ
"['0', ' 33']",ĉ
"['7', ' 33']",Ċ
"['9', ' 38']",ċ
"['9', ' 41']",Č
"['2', ' 40']",č
"['2', ' 38']",Ď
"['11', '11']",ď
"['4', ' 28']",Đ
"['9', ' 26']",đ
"['9', ' 21']",Ē
"['14', ' 28']",ē
"['12', ' 23']",Ĕ
"['-1', ' 31']",ĕ
"['-1', ' 29']",Ė
"['19', ' 26']",ė
"['21', ' 36']",Ę
"['0', ' 23']",ę
"['19', ' 36']",Ě
"['31', '31']",ě
"['-1', ' 28']",Ĝ
"['11', ' 29']",ĝ
"['19', ' 38']",Ğ
"['19', ' 35']",ğ
"['24', ' 31']",Ġ
"['11', ' 31']",ġ
"['36', '36']",Ģ
"['5', ' 28']",ģ
"['5', ' 7']",Ĥ
"TS[2, 4]",ĥ
"['13', ' 28']",Ħ
"['14', ' 21']",ħ
"['6', ' 33']",Ĩ
"['8', ' 26']",ĩ
"['4', ' 33']",Ī
"['2', ' 28']",ī
"['-1', ' 17']",Ĭ
"['-9', ' 19']",ĭ
"['-9', ' 3']",Į
"['2', ' 22']",į
"['5', ' 12']",İ
"['2', ' 14']",ı
"['-3', ' 14']",Ĳ
"['6', ' 23']",ĳ
"['4', ' 20']",Ĵ
"['-7', ' 5']",ĵ
"['23', '23']",Ķ
"['3', ' 21']",ķ
"['14', ' 17']",ĸ
"['16', ' 19']",Ĺ
"['4', ' 26']",ĺ
"TS[1, 4]",Ļ
"['-10', ' 23']",ļ
"['-8', ' 24']",Ľ
"['-3', ' 31']",ľ
"['-10', ' 30']",Ŀ
"['1', ' 33']",ŀ
"['-10', ' 29']",Ł
"['-8', ' 28']",ł
"['-6', ' 24']",Ń
"['-10', ' 24']",ń
"['-3', ' 19']",Ņ
"['-7', ' 19']",ņ
"['-1', '-1']",Ň
"['-3', '-3']",ň
"['2', '2']",ŉ
"['-1', ' 21']",Ŋ
"['-12', ' 12']",ŋ
"['-10', ' 11']",Ō
"['-8', ' 12']",ō
"TS[6, 8]",Ŏ
"['16', ' 28']",ŏ
"['0', ' 26']",Ő
"['11', ' 28']",ő
"TS[9, 8]",Œ
"['2', ' 36']",œ
"['6', ' 36']",Ŕ
"['-3', ' 36']",ŕ
"['-1', ' 35']",Ŗ
"['10', ' 40']",ŗ
"['11', ' 35']",Ř
"['2', ' 11']",ř
"['0', ' 7']",Ś
"['0', ' 9']",ś
"['-3', ' 9']",Ŝ
"['2', ' 16']",ŝ
"['-8', ' 7']",Ş
"['10', ' 24']",ş
"['16', ' 43']",Š
"['14', ' 41']",š
"['28', ' 36']",Ţ
"['26', ' 35']",ţ
"['29', ' 38']",Ť
"['23', ' 38']",ť
"['26', ' 41']",Ŧ
"['1', ' 16']",ŧ
"['-1', ' 33']",Ũ
"['11', ' 43']",ũ
"['5', ' 40']",Ū
"['-12', ' 16']",ū
"['-6', ' 16']",Ŭ
"['-10', ' 9']",ŭ
"['5', ' 16']",Ů
"['-1', ' 14']",ů
"['0', ' 38']",Ű
"['17', ' 36']",ű
"['31', ' 40']",Ų
"['33', ' 36']",ų
"['-10', ' 17']",Ŵ
"['17', ' 28']",ŵ
"['17', ' 29']",Ŷ
"['11', ' 19']",ŷ
"['9', ' 12']",Ÿ
"['12', '12']",Ź
"TS[6, 2]",ź
"['12', ' 33']",Ż
"['16', ' 35']",ż
"['17', ' 35']",Ž
"['17', ' 33']",ž
"['-5', ' 25']",ſ
"['0', ' 30']",ƀ
"['-7', ' 35']",Ɓ
"['-2', ' 19']",Ƃ
"['-2', ' 22']",ƃ
"['7', ' 15']",Ƅ
"['-5', ' 33']",ƅ
"['3', ' 30']",Ɔ
16,Ƈ
"['-7', ' 7']",ƈ
"['-3', ' 7']",Ɖ
"['-1', ' 7']",Ɗ
"['-7', ' 36']",Ƌ
"TS[1, 2]",ƌ
"['-5', ' 38']",ƍ
"['13', ' 31']",Ǝ
"['14', ' 24']",Ə
"['-10', ' 26']",Ɛ
"['-1', ' 30']",Ƒ
"['-10', ' 33']",ƒ
"['16', '16']",Ɠ
"['-2', ' 16']",Ɣ
"['5', ' 20']",ƕ
"['7', ' 25']",Ɩ
"['7', ' 22']",Ɨ
"['4', ' 11']",Ƙ
"TS[1, 8]",ƙ
20,ƚ
"['21', ' 29']",ƛ
24,Ɯ
28,Ɲ
"['17', ' 26']",ƞ
"['10', ' 31']",Ɵ
"['4', ' 25']",Ơ
"['9', ' 31']",ơ
"['11', ' 14']",Ƣ
"['-2', ' 38']",ƣ
"['3', ' 39']",Ƥ
"['10', ' 38']",ƥ
"['12', ' 39']",Ʀ
"['12', ' 41']",Ƨ
"['8', ' 41']",ƨ
"['7', ' 39']",Ʃ
"['12', ' 38']",ƪ
"['11', ' 41']",ƫ
"['11', ' 40']",Ƭ
"['13', ' 45']",ƭ
"['13', ' 43']",Ʈ
"['-4', ' 16']",Ư
"['-8', ' 11']",ư
"['-6', ' 9']",Ʊ
"['0', ' 18']",Ʋ
"['9', ' 19']",Ƴ
"['11', ' 16']",ƴ
"['5', ' 9']",Ƶ
"['8', ' 23']",ƶ
"['8', ' 29']",Ʒ
"['17', ' 21']",Ƹ
"['2', ' 20']",ƹ
"['-10', ' 19']",ƺ
"['-12', ' 24']",ƻ
"['-12', ' 28']",Ƽ
"['-3', ' 26']",ƽ
"['-6', ' 28']",ƾ
"['-7', ' 28']",ƿ
"['-4', ' 35']",ǀ
"['0', ' 35']",ǁ
"['6', ' 28']",ǂ
"['14', ' 23']",ǃ
"['14', ' 30']",Ǆ
"['30', '30']",ǅ
"['5', ' 43']",ǆ
"['16', ' 33']",Ǉ
"['12', ' 45']",ǈ
"['19', ' 41']",ǉ
"['17', ' 24']",Ǌ
"['8', ' 17']",ǋ
"['11', ' 24']",ǌ
"['8', ' 28']",Ǎ
"['9', ' 23']",ǎ
"['11', ' 20']",Ǐ
"['8', ' 22']",ǐ
"['6', ' 16']",Ǒ
"['5', ' 45']",ǒ
"['11', ' 23']",Ǔ
"['6', ' 20']",ǔ
"['8', ' 24']",Ǖ
"['11', ' 21']",ǖ
"['12', ' 21']",Ǘ
"['14', ' 22']",ǘ
"['-12', ' 31']",Ǚ
"['-12', ' 33']",ǚ
"['-12', ' 29']",Ǜ
"['7', ' 11']",ǜ
"['31', ' 35']",ǝ
"['29', ' 33']",Ǟ
"['24', ' 29']",ǟ
"['26', ' 29']",Ǡ
"['17', ' 43']",ǡ
"['17', ' 38']",Ǣ
"['9', ' 45']",ǣ
"['14', ' 43']",Ǥ
"['2', ' 42']",ǥ
"['9', ' 43']",Ǧ
"['3', ' 20']",ǧ
"['-2', ' 10']",Ǩ
"['-2', ' 12']",ǩ
"['-5', ' 9']",Ǫ
"['3', ' 22']",ǫ
"['0', ' 43']",Ǭ
"['14', ' 38']",ǭ
"['19', ' 43']",Ǯ
"['21', ' 24']",ǯ
"['24', ' 43']",ǰ
"['-6', ' 26']",Ǳ
"['-5', ' 36']",ǲ
"['-8', ' 35']",ǳ
"['-5', '-5']",Ǵ
"['-6', ' 21']",ǵ
"['23', ' 28']",Ƕ
"['6', ' 35']",Ƿ
"['6', ' 38']",Ǹ
"['10', ' 36']",ǹ
"['-5', ' 35']",Ǻ
"['17', ' 45']",ǻ
"TS[6, 4]",Ǽ
"['2', ' 43']",ǽ
"['11', ' 32']",Ǿ
"['8', ' 40']",ǿ
"['4', ' 38']",Ȁ
"['3', ' 36']",ȁ
"['0', ' 39']",Ȃ
"['3', ' 43']",ȃ
"['12', ' 27']",Ȅ
"['15', ' 24']",ȅ
"['16', ' 23']",Ȇ
"['2', ' 32']",ȇ
"['15', ' 43']",Ȉ
"['10', ' 43']",ȉ
"['10', ' 41']",Ȋ
"['8', ' 38']",ȋ
"['8', ' 39']",Ȍ
"['1', ' 21']",ȍ
"['-6', ' 14']",Ȏ
"['4', ' 14']",ȏ
"['-7', ' 11']",Ȑ
"TS[9, 4]",ȑ
"['0', ' 11']",Ȓ
"['-7', ' 23']",ȓ
"['19', ' 23']",Ȕ
"['0', ' 41']",ȕ
"['-7', '-7']",Ȗ
"['-1', ' 41']",ȗ
"['24', ' 36']",Ș
"['19', ' 40']",ș
"['6', '6']",Ț
"['-8', ' 23']",ț
"['-1', ' 18']",Ȝ
"['24', ' 35']",ȝ
"['-4', ' 17']",Ȟ
"['-5', ' 15']",ȟ
"['-7', ' 20']",Ƞ
"['0', ' 20']",ȡ
"['-5', ' 22']",Ȣ
"['-4', ' 20']",ȣ
"['-9', ' 15']",Ȥ
"['-4', ' 15']",ȥ
"['-9', ' 12']",Ȧ
"['4', ' 30']",ȧ
"['4', ' 32']",Ȩ
"['-6', ' 33']",ȩ
"['10', ' 33']",Ȫ
"['17', ' 23']",ȫ
"['4', ' 41']",Ȭ
"['9', ' 25']",ȭ
"['14', ' 19']",Ȯ
"['-10', ' 12']",ȯ
"['-10', ' 14']",Ȱ
"['6', ' 21']",ȱ
"['2', ' 12']",Ȳ
"['10', ' 28']",ȳ
"['2', ' 9']",ȴ
"['-9', ' 14']",ȵ
"['2', ' 10']",ȶ
"['-7', ' 15']",ȷ
"['-5', ' 10']",ȸ
"['-2', ' 7']",ȹ
"['-2', ' 15']",Ⱥ
"['-12', ' 0']",Ȼ
"['19', ' 33']",ȼ
"['-3', ' 35']",Ƚ
"['14', ' 33']",Ⱦ
"['18', '18']",ȿ
"['20', '20']",ɀ
"['17', ' 40']",Ɂ
"['17', ' 47']",ɂ
"['16', ' 45']",Ƀ
"['-5', ' 34']",Ʉ
"['26', ' 31']",Ʌ
"['3', ' 27']",Ɇ
"['0', ' 32']",ɇ
"['31', ' 36']",Ɉ
"['7', ' 37']",ɉ
"['12', ' 17']",Ɋ
"['29', ' 31']",ɋ
"['-3', ' 23']",Ɍ
"['5', ' 32']",ɍ
"['17', ' 31']",Ɏ
"['10', ' 22']",ɏ
"['10', ' 26']",ɐ
"['8', ' 27']",ɑ
"['10', ' 29']",ɒ
"['-10', ' 16']",ɓ
"['7', ' 13']",ɔ
"['-3', ' 18']",ɕ
"['-12', ' 11']",ɖ
"['-12', ' 14']",ɗ
"['-17', ' 7']",ɘ
"['-17', ' 12']",ə
"['-10', ' 7']",ɚ
"['23', ' 31']",ɛ
"['7', ' 12']",ɜ
"['28', ' 43']",ɝ
"['-1', ' 40']",ɞ
"['-10', ' 18']",ɟ
"['-2', ' 28']",ɠ
"['4', ' 22']",ɡ
"['-3', ' 30']",ɢ
"['3', ' 29']",ɣ
"['3', ' 32']",ɤ
"['8', ' 32']",ɥ
"['3', ' 18']",ɦ
"['14', ' 45']",ɧ
"['9', ' 42']",ɨ
18,ɩ
"['-8', ' 14']",ɪ
"['11', ' 36']",ɫ
"['12', ' 48']",ɬ
"['16', ' 48']",ɭ
"['17', ' 41']",ɮ
22,ɯ
26,ɰ
30,ɱ
"['23', ' 29']",ɲ
"['2', ' 7']",ɳ
"['0', ' 4']",ɴ
"['4', ' 7']",ɵ
"['2', ' 5']",ɶ
"['6', ' 14']",ɷ
"['6', ' 12']",ɸ
"['17', ' 19']",ɹ
"['15', ' 36']",ɺ
"['4', ' 37']",ɻ
"['12', ' 42']",ɼ
"TS[8, 4]",ɽ
"['-1', ' 36']",ɾ
"['-1', ' 32']",ɿ
"['11', ' 33']",ʀ
"['11', ' 42']",ʁ
"['11', ' 39']",ʂ
"['28', ' 40']",ʃ
"['13', ' 40']",ʄ
"['5', ' 39']",ʅ
"['17', ' 44']",ʆ
"['-8', ' 26']",ʇ
"TS[3, 8]",ʈ
"['21', ' 28']",ʉ
"['21', ' 33']",ʊ
"['5', ' 44']",ʋ
"['10', ' 46']",ʌ
"['12', ' 44']",ʍ
"['7', ' 46']",ʎ
"['8', ' 44']",ʏ
"['3', ' 26']",ʐ
"['3', ' 28']",ʑ
"['3', ' 33']",ʒ
"['-10', ' 21']",ʓ
"['-4', ' 28']",ʔ
"['-4', ' 26']",ʕ
"['15', ' 27']",ʖ
"['14', ' 36']",ʗ
"['16', ' 38']",ʘ
"['12', ' 35']",ʙ
"['22', ' 36']",ʚ
"['-6', '-6']",ʛ
"['9', ' 35']",ʜ
"['24', ' 33']",ʝ
"['1', ' 28']",ʞ
"['3', ' 23']",ʟ
"['9', ' 18']",ʠ
"['33', '33']",ʡ
"['-2', ' 36']",ʢ
"['-1', ' 12']",ʣ
"['1', ' 31']",ʤ
"['2', ' 37']",ʥ
"['21', ' 30']",ʦ
"['6', ' 40']",ʧ
"['-6', ' 12']",ʨ
"['4', ' 29']",ʩ
"['-3', ' 25']",ʪ
"['4', ' 5']",ʫ
"['16', ' 26']",ʬ
"['35', '35']",ʭ
"['19', ' 29']",ʮ
"['5', ' 11']",ʯ
"TS[5, 4]",ʰ
"['8', ' 16']",ʱ
"['-1', ' 15']",ʲ
"['3', ' 35']",ʳ
"['29', ' 35']",ʴ
"['11', ' 17']",ʵ
"['14', ' 47']",ʶ
"['14', ' 42']",ʷ
"['14', ' 46']",ʸ
"['3', ' 34']",ʹ
"['-4', ' 27']",ʺ
"['12', ' 18']",ʻ
"['9', ' 48']",ʼ
"['11', ' 47']",ʽ
"['11', ' 45']",ʾ
"['21', ' 40']",ʿ
"['-5', ' 13']",ˀ
17,ˁ
19,˂
"['14', ' 40']",˃
"['-12', ' 21']",˄
"['-10', ' 31']",˅
"['-10', '-10']",ˆ
"['3', ' 12']",ˇ
"['29', ' 36']",ˈ
"['23', ' 35']",ˉ
"['10', '10']",ˊ
"['9', ' 37']",ˋ
"['6', ' 32']",ˌ
"['-1', ' 20']",ˍ
"['22', ' 28']",ˎ
"['2', ' 25']",ˏ
"['6', ' 18']",ː
"['15', '15']",ˑ
"['11', ' 18']",˒
"['-3', ' -1']",˓
"['0', ' 2']",˔
"['-10', ' 28']",˕
"['0', ' 22']",˖
"['-5', ' 40']",˗
"['5', ' 27']",˘
"['-2', ' 24']",˙
"['3', ' 17']",˚
"['-3', ' 11']",˛
"['8', ' 35']",˜
"['23', ' 41']",˝
"['-3', ' 5']",˞
"['30', ' 33']",˟
"['28', ' 33']",ˠ
"['22', '22']",ˡ
"TS[12, 4]",ˢ
34,ˣ
38,ˤ
32,˥
36,˦
40,˧
"['12', ' 30']",˨
"['10', ' 19']",˩
"['10', ' 14']",˪
"['8', ' 12']",˫
"['8', ' 15']",ˬ
"['10', ' 39']",˭
"['10', ' 44']",ˮ
"['-1', ' 2']",˯
"['12', ' 46']",˰
"['-12', ' 9']",˱
"['-1', ' 5']",˲
"['-2', '-2']",˳
"['-4', ' 10']",˴
"['-4', '-4']",˵
"['3', '3']",˶
"['-5', ' 2']",˷
"['0', ' 10']",˸
"['5', ' 22']",˹
"TS[5, 2]",˺
"['-3', ' 38']",˻
"['-5', ' 4']",˼
"['-2', ' 26']",˽
"['-4', ' 32']",˾
"['-2', ' 34']",˿
"['-7', ' 32']",̀
"['4', ' 34']",́
"['11', ' 12']",̂
"['18', ' 26']",̃
"['5', ' 34']",̄
"['-3', ' 0']",̅
"TS[12, 8]",̆
"['7', ' 45']",̇
"['5', ' 48']",̈
"['15', ' 39']",̉
"['-8', ' 36']",̊
"['-8', ' 29']",̋
"['18', ' 21']",̌
"['20', ' 26']",̍
"['-12', '-12']",̎
"['5', ' 25']",̏
"['4', ' 44']",̐
"['34', '34']",̑
"['26', ' 38']",̒
"['-4', ' 13']",̓
"['-9', ' 17']",̔
"['-9', ' 13']",̕
"['-9', ' 10']",̖
"['-4', ' 8']",̗
"['13', ' 19']",̘
"['12', ' 20']",̙
"['15', ' 19']",̚
"['13', ' 17']",̛
"['12', ' 15']",̜
"['13', ' 15']",̝
"['-4', ' 3']",̞
"['0', ' 3']",̟
"['-12', ' -5']",̠
"['-5', ' -1']",̡
"['-3', ' 4']",̢
"['27', '27']",̣
"['15', ' 31']",̤
"TS[8, 2]",̥
"['15', ' 34']",̦
"['14', ' 34']",̧
"['10', ' 34']",̨
"['-4', ' 18']",̩
"['13', ' 33']",̪
"['15', ' 22']",̫
"['8', ' 31']",̬
"['12', ' 14']",̭
"['16', ' 47']",̮
"['-4', ' 30']",̯
"['3', ' 8']",̰
"['14', ' 48']",̱
"['17', ' 48']",̲
"['21', ' 41']",̳
"['-7', ' 27']",̴
"['-5', ' 5']",̵
"['-2', ' 20']",̶
"['3', ' 38']",̷
"['10', ' 27']",̸
"['8', '8']",̹
"['3', ' 41']",̺
"['7', ' 9']",̻
"['4', ' 9']",̼
"['-8', ' 33']",̽
"['4', ' 27']",̾
"['6', ' 45']",̿
"['6', ' 39']",̀
"['19', ' 34']",́
"['1', ' 30']",͂
"['-8', ' 32']",̓
"['6', ' 15']",̈́
"['2', ' 45']",ͅ
"['33', ' 38']",͆
"['-1', ' 27']",͇
"['-1', ' 25']",͈
"['6', ' 30']",͉
"['15', ' 18']",͊
"['13', ' 16']",͋
"['16', ' 21']",͌
"['7', ' 18']",͍
"['22', ' 24']",͎
"['4', ' 45']",͏
"['-12', ' 19']",͐
"['7', ' 47']",͑
"['-4', ' 31']",͒
"['29', ' 41']",͓
"['4', ' 18']",͔
