Start,1
"[5, 17, 20, 24]",ã
"[2, 14, 17, 23, 26]",ä
"[-5, 7, 14, 15, 23, 26]",å
"[-5, 7, 15, 23, 26]",æ
"[-5, 7, 23, 26]",ç
"[-7, 5, 17, 20, 24]",è
"[0, 12, 16, 19, 24]",é
"[0, 7, 16]",ê
"[0, 2, 7, 17]",ë
"[0, 4, 12, 19]",ì
"[-12, 0, 7, 16]",í
"[-8, 0, 7, 12]",î
"[-10, -1, 7, 14]",ï
"[-5, -1, 7, 14]",ð
"[-5, 0, 7, 16]",ñ
"[-5, 2, 7, 17]",ò
"[-7, -1, 7, 14]",ó
"[-8, 0, 7, 19]",ô
"[-10, -1, 7, 17]",õ
"[-12, 0, 4, 7]",ö
"[-8, 0, 7]",÷
"[-5, -1, 5, 9]",ø
"[-5, 5, 11]",ù
"[-12, -5, 4, 12]",ú
"[-5, -1, 7]",û
"[0, 10, 16]",ü
"[-7, 0, 9, 19]",ý
"[-7, 2, 9, 17]",þ
"[-7, 5, 9, 14]",ÿ
"[-5, 4, 7, 12]",Ā
"[-5, 2, 7, 11]",ā
"[-5, -1, 5, 14]",Ă
"[-12, 0, 4, 12]",ă
"[-7, 0, 9, 17]",Ą
"[-7, 0, 5, 9]",ą
"[-10, -3, 6, 16]",Ć
"[-10, -3, 6, 14]",ć
"[-6, 2, 9]",Ĉ
"[-6, 0, 9]",ĉ
"[-5, -1, 5, 7]",Ċ
"[4, 16, 24, 28, 31]",ċ
"[12, 24, 28]",Č
"[7, 19, 28, 36]",č
"[7, 19, 29, 38]",Ď
"[11, 23, 26, 31, 38]",ď
"[12, 24, 28, 31, 36]",Đ
"[14, 26, 31, 35]",đ
"[2, 14, 24, 30, 33]",Ē
"[7, 19, 23, 31]",ē
"[2, 14, 21, 29, 41]",Ĕ
"[2, 14, 26, 33, 41]",ĕ
"[4, 16, 26, 33, 40]",Ė
"[5, 17, 26, 33, 38]",ė
"[5, 17, 26, 33, 36]",Ę
"[7, 19, 28, 31, 36]",ę
"[7, 19, 26, 31, 35]",Ě
"[5, 17, 23, 26, 33]",ě
"[17, 21]",Ĝ
"[0, 12, 24, 29, 33]",ĝ
"[7, 19, 24, 29, 33]",Ğ
"[7, 19, 26, 29, 35]",ğ
"[0, 12, 24, 28, 33]",Ġ
"[9, 21, 24, 30, 40]",ġ
"[9, 21, 24, 30, 38]",Ģ
"[9, 21, 24, 30, 33]",ģ
"[7, 19, 23, 29, 31]",Ĥ
"[7, 19, 23, 29, 33]",ĥ
"[12, 24, 28, 40]",Ħ
"[9, 21, 25, 31, 40]",ħ
"[9, 21, 25, 31, 41]",Ĩ
"[2, 14, 21, 29, 40]",ĩ
"[2, 14, 21, 29, 38]",Ī
"[2, 14, 26, 29, 33]",ī
"[0, 12, 23, 24, 28]",Ĭ
"[12, 23]",ĭ
"[0, 12, 21, 24, 29]",Į
"[7, 19, 24, 31, 36]",į
"[5, 17, 24]",İ
"[5, 33, 36]",ı
"[5, 29, 33, 36]",Ĳ
"[4, 24, 31]",ĳ
"[4, 16, 19, 31]",Ĵ
"[4, 16, 19, 24, 31]",ĵ
"[11, 19, 24, 28, 31]",Ķ
"[-1, 11, 19, 26, 31]",ķ
"[-1, 11, 19, 26]",ĸ
"[-1, 11, 19, 26, 29]",Ĺ
"[-1, 24, 26, 28, 29]",ĺ
"[12, 19, 24, 28]",Ļ
"[12, 19]",ļ
"[7, 23, 26]",Ľ
"[7, 19, 26]",ľ
"[7, 19]",Ŀ
"[7, 19, 31]",ŀ
"[7, 19, 24, 28, 36]",Ł
"[7, 19, 24, 28, 31]",ł
"[7, 28, 31]",Ń
"[7, 19, 31, 40]",ń
"[19, 26]",Ņ
"[7, 9, 21, 29, 35, 36]",ņ
"[7, 24, 28]",Ň
"[7, 19, 24, 28, 35]",ň
"[17, 19, 24, 28, 29, 33, 35]",ŉ
"[5, 31]",Ŋ
"[4, 16, 22, 24, 31]",ŋ
"[4, 5, 16, 17, 21, 26, 29, 31]",Ō
"[5, 17, 21, 26, 29]",ō
"[7, 19, 28]",Ŏ
"[7, 19, 21, 28]",ŏ
"[19, 21, 28]",Ő
"[-5, 7, 17, 19, 21, 23, 26, 28]",ő
"[-5, 7, 17, 19, 23, 26]",Œ
"[12, 16]",œ
"[0, 12, 16, 24]",Ŕ
"[0, 24]",ŕ
"[24, 28]",Ŗ
"[0, 12, 23]",ŗ
"[7, 23, 38]",Ř
"[7, 19, 31, 36]",ř
"[7, 19, 24, 36]",Ś
"[7, 19, 24, 26]",ś
"[12, 24, 29, 35]",Ŝ
"[0, 12, 21]",ŝ
"[7, 19, 23, 29]",Ş
"[7, 19, 24, 29]",ş
"[19, 24, 28, 31, 36]",Š
"[19, 23, 29, 38]",š
"[19, 28, 36]",Ţ
"[4, 16, 31]",ţ
"[7, 29, 35]",Ť
[31],ť
"[5, 24, 29, 31, 33]",Ŧ
"[16, 19, 24, 31]",ŧ
"[16, 19, 24, 28, 31]",Ũ
"[0, 11, 12, 19, 31]",ũ
"[-1, 12, 19, 24, 26, 28]",Ū
"[0, 7, 19, 23, 26]",ū
"[5, 17, 21]",Ŭ
"[11, 19, 26, 29]",ŭ
"[12, 19, 28, 31]",Ů
"[0, 4, 16, 24, 31, 36]",ů
"[19, 31, 38]",Ű
"[7, 19, 23, 24, 31, 36]",ű
"[19, 26, 35]",Ų
"[5, 26, 29]",ų
"[5, 17, 24, 33]",Ŵ
"[5, 17, 24, 29, 33, 36]",ŵ
"[24, 31]",Ŷ
"[0, 4, 12, 16, 19, 24, 28, 31]",ŷ
"[11, 19, 31]",Ÿ
"[0, 7, 23, 26]",Ź
[19],ź
"[7, 31, 35]",Ż
"[7, 24, 28, 31]",ż
[36],Ž
"[7, 9, 19, 21, 24, 28, 35]",ž
"[5, 17, 24, 28]",ſ
"[24, 29, 31, 33]",ƀ
"[4, 16, 22, 24]",Ɓ
"[4, 16, 17, 21, 26, 29]",Ƃ
"[5, 7]",ƃ
"[7, 17, 19, 21, 23, 26, 28]",Ƅ
"[-5, 24]",ƅ
"[0, 12, 16]",Ɔ
"[5, 17, 21, 29]",Ƈ
"[5, 17]",ƈ
"[0, 12, 16, 19]",Ɖ
"[4, 12, 19]",Ɗ
"[7, 14, 17, 21]",Ƌ
"[7, 14, 17, 23]",ƌ
"[0, 16, 19]",ƍ
"[4, 12, 19, 24]",Ǝ
"[7, 11, 19, 26]",Ə
"[7, 11, 19]",Ɛ
"[5, 12, 21, 29]",Ƒ
"[5, 12, 17, 21]",ƒ
"[2, 12, 18, 28]",Ɠ
"[2, 9, 18, 26]",Ɣ
"[2, 14, 18, 21]",ƕ
"[2, 12, 18, 21]",Ɩ
"[7, 11, 17, 19]",Ɨ
"[0, 12, 22, 28]",Ƙ
"[5, 12, 21, 31]",ƙ
"[5, 14, 21, 29]",ƚ
"[5, 17, 21, 26]",ƛ
"[7, 16, 19, 24]",Ɯ
"[7, 14, 19, 23]",Ɲ
"[7, 12, 19, 28]",ƞ
"[7, 11, 17, 26]",Ɵ
"[12, 19, 28]",Ơ
"[12, 14, 19, 29]",ơ
"[12, 16, 19, 31]",Ƣ
"[12, 14, 23, 29]",ƣ
"[12, 16, 24, 31]",Ƥ
"[2, 11, 17, 26]",ƥ
"[0, 12, 16, 28]",Ʀ
"[7, 14, 19, 29]",Ƨ
"[5, 11, 19, 26]",ƨ
"[4, 12, 19, 31]",Ʃ
"[2, 11, 19, 29]",ƪ
"[0, 7, 16, 19]",ƫ
"[0, 7, 14, 17]",Ƭ
"[0, 7, 12, 16]",ƭ
"[4, 7, 12, 16]",Ʈ
"[7, 12, 16]",Ư
"[5, 7, 11, 14]",ư
"[2, 7, 14, 17]",Ʊ
"[2, 7, 17, 21]",Ʋ
"[-5, 7, 16, 19]",Ƴ
"[-1, 7, 14, 17]",ƴ
"[-1, 7, 16, 19]",Ƶ
"[-3, 9, 16, 24]",ƶ
"[-1, 8, 14, 23]",Ʒ
"[0, 12, 16, 21]",Ƹ
"[4, 12, 16, 21]",ƹ
"[2, 11, 14, 19]",ƺ
"[2, 9, 14, 18]",ƻ
"[-5, 11, 14, 19]",Ƽ
"[-5, 11, 17, 19]",ƽ
"[-1, 11, 17, 19]",ƾ
"[0, 7, 16, 24]",ƿ
"[4, 12, 19, 23]",ǀ
"[5, 12, 21]",ǁ
"[4, 13, 19, 21]",ǂ
"[2, 14, 17, 26]",ǃ
"[2, 14, 18, 24]",Ǆ
"[7, 12, 19, 21]",ǅ
"[5, 11, 19]",ǆ
"[4, 7, 12, 24]",Ǉ
"[5, 9, 14, 24]",ǈ
"[7, 16, 24]",ǉ
"[-5, 7, 14, 23]",Ǌ
"[-5, 7, 16, 24]",ǋ
"[4, 12, 16, 19]",ǌ
"[7, 11, 14, 19]",Ǎ
"[-5, 14, 17, 19]",ǎ
"[5, 9, 17, 24]",Ǐ
"[0, 5, 7, 14, 17]",ǐ
"[0, 4, 7, 12, 16]",Ǒ
"[2, 5, 7, 11, 14]",ǒ
"[2, 5, 7, 14, 17]",Ǔ
"[2, 7, 9, 17, 21]",ǔ
"[-1, 5, 7, 14, 17]",Ǖ
"[-3, 9, 12, 16, 24]",ǖ
"[-1, 8, 11, 14, 23]",Ǘ
"[0, 9, 12, 16, 21]",ǘ
"[4, 9, 12, 16, 21]",Ǚ
"[2, 7, 11, 14, 19]",ǚ
"[2, 6, 9, 14, 18]",Ǜ
"[-5, 7, 11, 14, 19]",ǜ
"[-5, 7, 11, 17, 19]",ǝ
"[-1, 7, 11, 17, 19]",Ǟ
"[0, 7, 12, 16, 24]",ǟ
"[4, 11, 12, 19, 23]",Ǡ
"[5, 9, 12, 17, 21]",ǡ
"[5, 9, 12, 21]",Ǣ
"[4, 9, 13, 19, 21]",ǣ
"[2, 12, 14, 18, 24]",Ǥ
"[7, 11, 14, 19, 23]",ǥ
"[7, 9, 12, 19, 21]",Ǧ
"[5, 7, 11, 19]",ǧ
"[5, 9, 12, 14, 24]",Ǩ
"[7, 12, 16, 24]",ǩ
"[-5, 7, 11, 14, 23]",Ǫ
"[-5, 7, 12, 16, 24]",ǫ
"[4, 7, 12, 16, 19]",Ǭ
"[-5, 7, 14, 17, 19]",ǭ
"[0, 7, 12, 16, 19]",Ǯ
"[5, 9, 12, 17, 24]",ǯ
"[-3, 9, 18, 24, 28]",ǰ
"[-5, 7, 19, 23, 28]",Ǳ
"[-8, 4, 12, 19]",ǲ
"[-10, 2, 17, 19, 23]",ǳ
"[-8, 4, 19, 24]",Ǵ
"[2, 14, 18, 24, 26]",ǵ
"[-3, 9, 21, 24, 31]",Ƕ
"[-10, 2, 24, 26, 30]",Ƿ
"[4, 16, 23, 28, 31]",Ǹ
"[1, 13, 21, 28, 33]",ǹ
"[-3, 9, 21, 25, 28]",Ǻ
"[2, 14, 21, 26, 29]",ǻ
"[0, 12, 17, 26, 33]",Ǽ
"[-1, 11, 14, 26, 31]",ǽ
"[-5, 7, 19, 23, 31]",Ǿ
"[-5, 7, 19, 23]",ǿ
"[0, 12, 19, 24, 28, 29]",Ȁ
"[-10, 2, 21, 26, 29]",ȁ
"[-8, 4, 19, 24, 28]",Ȃ
"[-7, 5, 17, 21, 26]",ȃ
"[-6, 6, 16, 21, 24]",Ȅ
"[-5, 7, 14, 19, 23]",ȅ
"[-3, 9, 12, 18, 24]",Ȇ
"[19, 23, 26]",ȇ
"[-7, 5, 19, 23, 26]",Ȉ
"[-8, -7, 4, 5, 19, 24, 31]",ȉ
"[-10, 2, 17, 21, 24]",Ȋ
"[-5, 7, 17, 19, 23]",ȋ
"[-5, 7, 19, 23, 29, 31]",Ȍ
"[-7, -5, 5, 7, 19, 23, 26]",ȍ
"[5, 29, 36]",Ȏ
"[11, 23, 26, 31]",ȏ
"[12, 31, 36]",Ȑ
"[5, 17, 26, 33]",ȑ
"[23, 26, 31, 38]",Ȓ
"[2, 26, 33]",ȓ
"[4, 26, 33, 40]",Ȕ
"[4, 16, 19, 36]",ȕ
"[17, 21, 29, 36]",Ȗ
"[26, 33]",ȗ
"[4, 36]",Ș
"[2, 26, 33, 41]",ș
"[5, 17, 21, 36]",Ț
"[11, 31, 38]",ț
"[24, 28, 31, 36]",Ȝ
"[-7, 5, 21, 24, 26]",ȝ
"[-3, 9, 21, 24, 28]",Ȟ
"[4, 16, 19, 24]",ȟ
"[4, 16, 19, 23, 31]",Ƞ
"[0, 12, 19, 28, 33]",ȡ
"[2, 14, 18, 26, 33]",Ȣ
"[-5, 7, 16, 19, 24]",ȣ
"[-7, 5, 21]",Ȥ
"[-7, 24, 29]",ȥ
"[0, 12, 24, 26, 29]",Ȧ
"[0, 12, 28, 36]",ȧ
"[2, 14, 26, 29, 36]",Ȩ
"[2, 14, 26, 29, 35]",ȩ
"[5, 17, 24, 33, 38]",Ȫ
"[9, 21, 24, 29, 41]",ȫ
"[2, 14, 23, 31, 38]",Ȭ
"[4, 16, 26, 32, 35]",ȭ
"[5, 17, 26, 32, 35]",Ȯ
"[9, 21, 28, 33, 36]",ȯ
"[4, 16, 28, 33, 35]",Ȱ
"[-3, 9, 25, 33]",ȱ
"[-3, 9, 25, 28, 33]",Ȳ
"[7, 19, 26, 29, 31]",ȳ
"[7, 19, 21, 24, 31]",ȴ
"[5, 17, 21, 33, 38]",ȵ
"[0, 12, 19, 29, 36]",ȶ
"[0, 12, 19, 26, 36]",ȷ
"[0, 12, 19, 36]",ȸ
"[7, 19, 23, 29, 31, 38]",ȹ
"[7, 19, 23, 38]",Ⱥ
"[5, 17, 21, 26, 36]",Ȼ
"[0, 12, 24, 33, 40]",ȼ
"[0, 12, 33, 40]",Ƚ
"[0, 12, 40]",Ⱦ
"[0, 12, 23, 31, 40]",ȿ
"[2, 14, 21, 23, 30, 31, 38]",ɀ
"[2, 14, 21, 30, 38]",Ɂ
"[4, 16, 28, 31, 36]",ɂ
"[28, 36]",Ƀ
"[6, 18, 28, 33, 36]",Ʉ
"[6, 7, 18, 19, 26, 31, 33, 35]",Ʌ
"[4, 16, 23, 31]",Ɇ
"[4, 16, 28, 31, 35]",ɇ
"[-3, 9, 24, 28, 36]",Ɉ
"[-3, 9, 24, 30, 36]",ɉ
"[-1, 11, 26, 31, 35]",Ɋ
"[0, 12, 28, 31, 33]",ɋ
"[2, 14, 26, 30, 33]",Ɍ
"[5, 17, 21, 24, 29]",ɍ
"[0, 12, 23, 31, 33, 40]",Ɏ
"[0, 12, 23, 40]",ɏ
"[4, 6, 16, 18, 28, 31, 33, 36]",ɐ
"[9, 21, 24, 28, 29, 36]",ɑ
"[0, 12, 23, 24, 31, 33, 40]",ɒ
"[6, 16, 18, 28, 31, 33, 36]",ɓ
"[-3, 9, 24, 36]",ɔ
"[0, 12, 21, 28, 33]",ɕ
"[2, 14, 23, 29, 35]",ɖ
"[12, 24, 28, 31, 40]",ɗ
"[10, 22, 26, 31, 40]",ɘ
"[9, 21, 25, 33, 41]",ə
"[2, 14, 26, 29, 38]",ɚ
"[2, 14, 26, 30, 36]",ɛ
"[5, 17, 23, 31, 38]",ɜ
"[7, 19, 23, 31, 40]",ɝ
"[5, 17, 23, 31, 41]",ɞ
"[4, 16, 24, 31, 43]",ɟ
"[9, 21, 24, 33]",ɠ
"[9, 21, 33]",ɡ
"[11, 23, 35]",ɢ
"[12, 24, 36]",ɣ
"[7, 19, 23, 28, 31, 40]",ɤ
"[5, 17, 29, 33, 36]",ɥ
"[7, 19, 24, 31, 38]",ɦ
"[5, 17, 24, 33, 41]",ɧ
"[9, 21, 24, 30, 36]",ɨ
"[9, 21, 24, 36]",ɩ
"[2, 14, 24]",ɪ
"[19, 23]",ɫ
"[16, 28, 31, 43]",ɬ
"[16, 28, 31, 36, 43]",ɭ
"[14, 26, 31, 35, 41]",ɮ
"[12, 24, 31, 36, 40]",ɯ
"[14, 26, 29, 33, 41]",ɰ
"[14, 26, 29, 35, 41]",ɱ
"[4, 16, 28, 32, 40]",ɲ
"[2, 14, 26, 30, 38]",ɳ
"[7, 19, 26, 31]",ɴ
"[7, 12, 19, 24, 31, 33]",ɵ
"[7, 19, 24, 31]",ɶ
"[28, 31, 36]",ɷ
"[26, 31, 35]",ɸ
"[29, 31, 38]",ɹ
"[23, 31, 38]",ɺ
"[26, 31, 41]",ɻ
"[9, 21, 26, 30, 36]",ɼ
"[5, 17, 26, 31, 35]",ɽ
[2],ɾ
"[7, 31]",ɿ
"[7, 19, 31, 35]",ʀ
"[7, 19, 24, 31, 33]",ʁ
"[14, 26, 29, 41]",ʂ
"[7, 12, 19, 24, 31]",ʃ
"[14, 24, 30, 33]",ʄ
"[0, 6, 12, 15]",ʅ
"[1, 7, 10, 16]",ʆ
"[2, 7, 11, 17]",ʇ
"[-5, 7, 11, 14]",ʈ
"[-5, 2, 11, 19]",ʉ
"[-5, 7, 11, 17]",ʊ
"[0, 6, 11, 15]",ʋ
"[-5, 7, 11, 19]",ʌ
"[-5, 7, 12, 16]",ʍ
"[-5, 5, 11, 14]",ʎ
"[0, 4, 12]",ʏ
"[5, 9, 12, 17]",ʐ
"[0, 12, 17, 21]",ʑ
"[7, 12, 16, 19]",ʒ
"[7, 14, 17]",ʓ
"[7, 11, 14, 17]",ʔ
"[5, 7, 12, 23]",ʕ
"[-5, 4, 11, 16]",ʖ
"[-5, 2, 11, 17]",ʗ
"[-5, 7, 11, 16]",ʘ
"[-5, 5, 7, 14]",ʙ
"[0, 4, 7, 12]",ʚ
"[0, 12, 16, 21, 33]",ʛ
"[-1, 11, 14, 26, 33]",ʜ
"[-3, 9, 19, 24, 36]",ʝ
"[-3, 9, 17, 24, 36]",ʞ
"[-3, 9, 24, 29]",ʟ
"[-5, 7, 19, 24, 29]",ʠ
"[-7, 5, 19, 28, 33]",ʡ
"[-7, 5, 17, 26, 33]",ʢ
"[0, 12, 16, 19, 28]",ʣ
"[-3, 9, 12, 16]",ʤ
"[5, 9, 12, 19]",ʥ
"[2, 5, 17, 21]",ʦ
"[2, 5, 17, 23]",ʧ
"[2, 12, 19, 28]",ʨ
"[4, 12, 19, 28]",ʩ
"[5, 12, 19, 28]",ʪ
"[7, 12, 19, 26]",ʫ
"[2, 14, 19, 23]",ʬ
"[7, 11, 19, 23]",ʭ
"[6, 9, 14, 26]",ʮ
"[6, 9, 14, 24]",ʯ
"[7, 14, 23]",ʰ
"[2, 11, 19, 26]",ʱ
"[5, 14, 19, 23]",ʲ
"[7, 14, 19, 24]",ʳ
"[0, 12, 24, 28, 31, 36]",ʴ
"[9, 21, 24, 28, 33]",ʵ
"[4, 28, 31]",ʶ
"[9, 21, 28, 36]",ʷ
"[11, 23, 26]",ʸ
"[2, 14, 26]",ʹ
"[11, 23, 26, 31, 43]",ʺ
"[9, 21, 24, 31, 36]",ʻ
"[2, 14, 21, 33, 41]",ʼ
"[4, 16, 24, 31, 40]",ʽ
"[5, 17, 24, 31, 40]",ʾ
"[0, 24, 31, 40]",ʿ
"[2, 14, 21]",ˀ
"[7, 29, 38]",ˁ
"[0, 12, 28]",˂
"[0, 4, 7]",˃
"[-12, 7, 12, 16]",˄
"[-8, 7, 12, 19]",˅
"[-8, 7, 11, 19]",ˆ
"[-7, 9, 19]",ˇ
"[-7, 9, 14, 19]",ˈ
"[-7, 9, 14, 17]",ˉ
"[-3, 0, 4, 12]",ˊ
"[-6, 9, 12, 16]",ˋ
"[-10, 9, 12, 14]",ˌ
"[-6, 9, 14]",ˍ
"[-13, 7, 11, 14]",ˎ
"[-13, 2, 7, 11]",ˏ
"[-12, 4, 7, 11]",ː
"[-10, 0, 6, 9]",ˑ
"[4, 7, 12]",˒
"[-7, 9, 17, 21]",˓
"[-7, 9, 16, 19]",˔
"[-3, 9, 13, 16]",˕
"[2, 9, 14, 17]",˖
"[7, 11, 14]",˗
"[5, 7, 11, 16]",˘
"[5, 7, 11, 17]",˙
"[4, 7, 12, 19]",˚
"[0, 7, 12, 19]",˛
"[5, 9, 17, 21]",˜
"[4, 7, 16, 19]",˝
"[2, 5, 14, 17]",˞
"[1, 4, 13, 16]",˟
"[0, 5, 14, 17]",ˠ
"[-1, 7, 14]",ˡ
"[0, 12, 24, 29, 38]",ˢ
"[0, 12, 24, 26, 35]",ˣ
"[0, 29, 38]",ˤ
"[17, 21, 29, 38]",˥
"[5, 29, 38]",˦
"[17, 24, 29, 33]",˧
"[19, 24, 28, 31]",˨
"[7, 28, 36]",˩
"[29, 31, 38, 40]",˪
"[7, 19, 23, 24, 29, 38]",˫
"[31, 40]",ˬ
"[33, 36]",˭
"[17, 24, 33, 36]",ˮ
"[29, 35]",˯
"[4, 16, 24, 29, 31, 35, 36]",˰
"[0, 5, 17, 21, 29, 38]",˱
"[7, 19, 26, 28, 35, 36]",˲
"[7, 19, 23, 29, 31, 38, 40]",˳
"[14, 19, 29, 35]",˴
"[2, 4, 16, 24, 31, 36]",˵
"[19, 29, 38]",˶
"[0, 17, 21, 29, 38]",˷
"[19, 24]",˸
"[7, 19, 28, 31]",˹
"[7, 19, 24, 29, 31, 38, 40]",˺
"[5, 33]",˻
"[17, 24, 29]",˼
"[7, 12, 24, 28, 36]",˽
"[-3, 4, 9, 12]",˾
"[4, 7, 19]",˿
"[2, 5, 9, 17]",̀
"[2, 5, 11, 17]",́
"[-7, 5, 12, 21]",̂
"[-8, 7, 12]",̃
"[-10, 9, 14, 17]",̄
"[0, 12, 17, 24, 26]",̅
"[0, 12, 14, 19, 23]",̆
"[-5, 7, 16, 23, 25]",̇
"[-5, 7, 17, 19, 26]",̈
"[0, 12, 16, 22, 31]",̉
"[0, 12, 16, 21, 30]",̊
"[-7, 5, 17, 24, 33]",̋
"[-7, 5, 19, 24, 35]",̌
"[-5, 7, 16, 24, 31]",̍
